english	category	sub_category	source
The ability to combine an Avernic defender with Ghommal's hilt <Num0> to create <colNum0>Ghommal's Avernic Defender <Num1></col>	interface	combAchvmt	
None	interface	combAchvmt	
Moons of Peril	interface	combAchvmt	
The Hueycoatl	interface	combAchvmt	
Amoxliatl	interface	combAchvmt	
Grotesque Guardians	interface	combAchvmt	
Theatre of Blood: Entry Mode	interface	combAchvmt	
Tombs of Amascut: Entry Mode	interface	combAchvmt	
Thermy	interface	combAchvmt	
Chambers of Xeric: CM	interface	combAchvmt	
TzHaar-Ket-Rak's Challenges	interface	combAchvmt	
Tombs of Amascut: Expert Mode	interface	combAchvmt	
Theatre of Blood: Hard Mode	interface	combAchvmt	
Easy	interface	combAchvmt	
Medium	interface	combAchvmt	
Hard	interface	combAchvmt	
Elite	interface	combAchvmt	
Master	interface	combAchvmt	
Grandmaster	interface	combAchvmt	
Stamina	interface	combAchvmt	
Perfection	interface	combAchvmt	
Kill Count	interface	combAchvmt	
Mechanical	interface	combAchvmt	
Restriction	interface	combAchvmt	
Speed	interface	combAchvmt	
Abyssal Sire	interface	combAchvmt	
Alchemical Hy...	interface	combAchvmt	
Amoxliatl	interface	combAchvmt	
Araxxor	interface	combAchvmt	
Barrows	interface	combAchvmt	
Bryophyta	interface	combAchvmt	
Callisto	interface	combAchvmt	
Chaos Elemental	interface	combAchvmt	
Chaos Fanatic	interface	combAchvmt	
Crazy Archae...	interface	combAchvmt	
Chambers of ...	interface	combAchvmt	
CM: Chambers...	interface	combAchvmt	
Corporeal Be...	interface	combAchvmt	
Commander Zi...	interface	combAchvmt	
Crystalline Hu...	interface	combAchvmt	
Corrupted Hu...	interface	combAchvmt	
DK: Prime	interface	combAchvmt	
DK: Rex	interface	combAchvmt	
DK: Supreme	interface	combAchvmt	
Deranged Arc...	interface	combAchvmt	
Duke Sucellus	interface	combAchvmt	
Fortis Coloss...	interface	combAchvmt	
General Graar...	interface	combAchvmt	
Giant Mole	interface	combAchvmt	
Grotesque Gu...	interface	combAchvmt	
Hueycoatl, The	interface	combAchvmt	
Kalphite Queen	interface	combAchvmt	
King Black Dra...	interface	combAchvmt	
Kraken	interface	combAchvmt	
Kree'arra	interface	combAchvmt	
K'ril Tsutsaroth	interface	combAchvmt	
Leviathan, The	interface	combAchvmt	
Mimic, The	interface	combAchvmt	
Moons of Peril	interface	combAchvmt	
Nex	interface	combAchvmt	
Nightmare, The	interface	combAchvmt	
Phosani's Nig...	interface	combAchvmt	
Obor	interface	combAchvmt	
Phantom Musp...	interface	combAchvmt	
Royal Titans	interface	combAchvmt	
Scurrius	interface	combAchvmt	
Sarachnis	interface	combAchvmt	
Scorpia	interface	combAchvmt	
Skotizo	interface	combAchvmt	
Tempoross	interface	combAchvmt	
EM: Theatre of...	interface	combAchvmt	
Theatre of Blo...	interface	combAchvmt	
HM: Theatre o...	interface	combAchvmt	
Thermy	interface	combAchvmt	
EM: Tombs of ...	interface	combAchvmt	
Tombs of Ama...	interface	combAchvmt	
XM: Tombs of ...	interface	combAchvmt	
TzHaar-Ket-Rak	interface	combAchvmt	
TzKal-Zuk	interface	combAchvmt	
TzTok-Jad	interface	combAchvmt	
Vardorvis	interface	combAchvmt	
Venenatis	interface	combAchvmt	
Vet'ion	interface	combAchvmt	
Vorkath	interface	combAchvmt	
Whisperer, The	interface	combAchvmt	
Zalcano	interface	combAchvmt	
Zulrah	interface	combAchvmt	
Fragment of S...	interface	combAchvmt	
Glough	interface	combAchvmt	
Galvek	interface	combAchvmt	
Greater Demons	interface	combAchvmt	
Lizardman Sh...	interface	combAchvmt	
Black Dragons	interface	combAchvmt	
Fire Giants	interface	combAchvmt	
Hellhounds	interface	combAchvmt	
Aberrant Spe...	interface	combAchvmt	
Demonic Gorill...	interface	combAchvmt	
Skeletal Wyve...	interface	combAchvmt	
Kurasks	interface	combAchvmt	
Brutal Black D...	interface	combAchvmt	
Giants	interface	combAchvmt	
Tormented De...	interface	combAchvmt	
Incomplete	interface	combAchvmt	
Complete	interface	combAchvmt	
Zulrah	interface	combAchvmt	
Incomplete	interface	combAchvmt	
Kill Count	interface	combAchvmt	
Mechanical	interface	combAchvmt	
Perfection	interface	combAchvmt	
Restriction	interface	combAchvmt	
Speed	interface	combAchvmt	
Stamina	interface	combAchvmt	
Aberrant Spec...	interface	combAchvmt	
Abyssal Sire	interface	combAchvmt	
Alchemical Hyd...	interface	combAchvmt	
Amoxliatl	interface	combAchvmt	
Araxxor	interface	combAchvmt	
Barrows	interface	combAchvmt	
Basilisk Knights	interface	combAchvmt	
Black Dragons	interface	combAchvmt	
Bloodvelds	interface	combAchvmt	
Brutal Black D...	interface	combAchvmt	
Bryophyta	interface	combAchvmt	
Callisto	interface	combAchvmt	
Cerberus	interface	combAchvmt	
Chambers of X...	interface	combAchvmt	
Chaos Elemental	interface	combAchvmt	
Chaos Fanatic	interface	combAchvmt	
CM: Chambers ...	interface	combAchvmt	
Commander Zil...	interface	combAchvmt	
Corporeal Beast	interface	combAchvmt	
Corrupted Hun...	interface	combAchvmt	
Crazy Archae...	interface	combAchvmt	
Crystalline Hu...	interface	combAchvmt	
Demonic Gorillas	interface	combAchvmt	
Deranged Arc...	interface	combAchvmt	
DK: Prime	interface	combAchvmt	
DK: Rex	interface	combAchvmt	
DK: Supreme	interface	combAchvmt	
Duke Sucellus	interface	combAchvmt	
EM: Theatre of...	interface	combAchvmt	
EM: Tombs of A...	interface	combAchvmt	
Fire Giants	interface	combAchvmt	
Fortis Colosse...	interface	combAchvmt	
Fragment of S...	interface	combAchvmt	
Galvek	interface	combAchvmt	
Gargoyles	interface	combAchvmt	
General Graar...	interface	combAchvmt	
Giant Mole	interface	combAchvmt	
Giants	interface	combAchvmt	
Glough	interface	combAchvmt	
Greater Demons	interface	combAchvmt	
Grotesque Gu...	interface	combAchvmt	
Hellhounds	interface	combAchvmt	
Hespori	interface	combAchvmt	
HM: Theatre of...	interface	combAchvmt	
Hueycoatl, The	interface	combAchvmt	
K'ril Tsutsaroth	interface	combAchvmt	
Kalphite Queen	interface	combAchvmt	
King Black Dra...	interface	combAchvmt	
Kraken	interface	combAchvmt	
Kree'arra	interface	combAchvmt	
Kurasks	interface	combAchvmt	
Leviathan, The	interface	combAchvmt	
Lizardman Sha...	interface	combAchvmt	
Mimic, The	interface	combAchvmt	
Moons of Peril	interface	combAchvmt	
Nex	interface	combAchvmt	
Nightmare, The	interface	combAchvmt	
Obor	interface	combAchvmt	
Other	interface	combAchvmt	
Phantom Musp...	interface	combAchvmt	
Phosani's Nig...	interface	combAchvmt	
Royal Titans	interface	combAchvmt	
Sarachnis	interface	combAchvmt	
Scorpia	interface	combAchvmt	
Scurrius	interface	combAchvmt	
Skeletal Wyve...	interface	combAchvmt	
Skotizo	interface	combAchvmt	
Tempoross	interface	combAchvmt	
Theatre of Blo...	interface	combAchvmt	
Thermy	interface	combAchvmt	
Tombs of Amas...	interface	combAchvmt	
Tormented De...	interface	combAchvmt	
TzHaar-Ket-Rak	interface	combAchvmt	
TzKal-Zuk	interface	combAchvmt	
TzTok-Jad	interface	combAchvmt	
Venenatis	interface	combAchvmt	
Vet'ion	interface	combAchvmt	
Vorkath	interface	combAchvmt	
Whisperer, The	interface	combAchvmt	
Wintertodt	interface	combAchvmt	
Wyrms	interface	combAchvmt	
XM: Tombs of ...	interface	combAchvmt	
Zalcano	interface	combAchvmt	
Complete	interface	combAchvmt	
Chambers of Xeric: Challenge Mode	interface	combAchvmt	
Phosanis Nightmare	interface	combAchvmt	
The Royal Titans	interface	combAchvmt	
Barrows	name	npc	
Chambers of Xeric	name	npc	
Chambers of Xeric: Challenge Mode	name	npc	
Fortis Colosseum	name	npc	
Grotesque Guardians	name	npc	
Moons of Peril	name	npc	
Phosanis Nightmare	name	npc	
The Royal Titans	name	npc	
Theatre of Blood: Entry Mode	name	npc	
Theatre of Blood	name	npc	
Theatre of Blood: Hard Mode	name	npc	
Tombs of Amascut: Entry Mode	name	npc	
Tombs of Amascut	name	npc	
Tombs of Amascut: Expert Mode	name	npc	
TzHaar-Ket-Rak's Challenges	name	npc	
Wintertodt	name	npc	
Combat Achievements - <!NPC_NAME0>	interface	combAchvmt	
Monster: <colNum0><!NPC_NAME0></col>	interface	combAchvmt	
