english	category	sub_category	source
Members: Skillcape See the Head Chef at the Cooking Guild	interface	generalUI	skillGuide	
Holy wrap	interface	generalUI	skillGuide	
Antler Guard	interface	generalUI	skillGuide	
Skillcape See Brother Jered in the Edgeville Monastery	interface	generalUI	skillGuide	
To make jewellery, you'll need to first get a crafting mould. You can then take that mould and some gold or silver bars to a furnace to craft your jewellery. At higher Crafting levels, you can cut gems and mould them simultaneously to create jewellery, which you can enchant with Magic!	interface	generalUI	skillGuide	
Bolt of linen	interface	generalUI	skillGuide	
Bolt of canvas	interface	generalUI	skillGuide	
Bolt of cotton	interface	generalUI	skillGuide	
Spin wool into balls of wool	interface	generalUI	skillGuide	
Members: Spin flax into bow strings	interface	generalUI	skillGuide	
Members: Spin sinew into crossbow strings	interface	generalUI	skillGuide	
Members: Spin flax into linen yarn	interface	generalUI	skillGuide	
Members: Spin magic tree roots into magic strings	interface	generalUI	skillGuide	
Members: Spin yak hair into rope	interface	generalUI	skillGuide	
Members: Spin hemp into hemp yarn	interface	generalUI	skillGuide	
Members: Spin cotton boll into cotton yarn	interface	generalUI	skillGuide	
Members: Polished buttons	interface	generalUI	skillGuide	
Trident of the Swamp	interface	generalUI	skillGuide	
Craft a knife from a narwhal horn.	interface	generalUI	skillGuide	
Craft a crate from camphor logs.	interface	generalUI	skillGuide	
Craft a divine rune pouch from a Thread of Elidinis	interface	generalUI	skillGuide	
Skillcape See the Master Crafter in the Crafting Guild	interface	generalUI	skillGuide	
Firemaking is a skill that allows you to make fires. Simply use a tinderbox on a set of logs, and you'll attempt to set them on fire.	interface	generalUI	skillGuide	
Members: Jatoba logs	interface	generalUI	skillGuide	
Members: Camphor Logs	interface	generalUI	skillGuide	
Members: Camphor pyre logs	interface	generalUI	skillGuide	
Members: Ironwood pyre logs	interface	generalUI	skillGuide	
Members: Rosewood logs	interface	generalUI	skillGuide	
Members: Rosewood pyre logs	interface	generalUI	skillGuide	
Normal logs (barbarian technique)	interface	generalUI	skillGuide	
Achey logs (barbarian technique)	interface	generalUI	skillGuide	
Oak logs (barbarian technique)	interface	generalUI	skillGuide	
Willow logs (barbarian technique)	interface	generalUI	skillGuide	
Teak logs (barbarian technique)	interface	generalUI	skillGuide	
Jatoba logs (barbarian technique)	interface	generalUI	skillGuide	
Arctic Pine logs (barbarian technique)	interface	generalUI	skillGuide	
Maple logs (barbarian technique)	interface	generalUI	skillGuide	
Mahogany logs (barbarian technique)	interface	generalUI	skillGuide	
Yew logs (barbarian technique)	interface	generalUI	skillGuide	
Camphor logs (barbarian technique)	interface	generalUI	skillGuide	
Magic logs (barbarian technique)	interface	generalUI	skillGuide	
Ironwood logs (barbarian technique)	interface	generalUI	skillGuide	
Redwood logs (barbarian technique)	interface	generalUI	skillGuide	
Rosewood logs (barbarian technique)	interface	generalUI	skillGuide	
Iron spits	interface	generalUI	skillGuide	
Skillcape See Ignatius Vulcan south of Seers' Village	interface	generalUI	skillGuide	
As your Runecraft skill develops, you become able to craft multiple runes from each piece of essence. You receive experience for each piece of essence crafted, not for each rune crafted.	interface	generalUI	skillGuide	
Members: <Num0> Sunfire runes per essence	interface	generalUI	skillGuide	
Pouches come in various sizes which allow you to carry extra essence in them. As you use the pouches they degrade and store less essence. Speak to the Dark Mage at the centre of the Abyss to restore them.	interface	generalUI	skillGuide	
Small pouch Holds <Num0> extra essence	interface	generalUI	skillGuide	
Medium pouch Holds <Num0> extra essence	interface	generalUI	skillGuide	
Colossal pouch Holds up to <Num0> essence, depending on your Runecraft level.	interface	generalUI	skillGuide	
Large pouch Holds <Num0> extra essence	interface	generalUI	skillGuide	
Giant pouch Holds <Num0> extra essence	interface	generalUI	skillGuide	
Skillcape See Aubury in south-east Varrock	interface	generalUI	skillGuide	
Thick Skin Increases your defence by <Num0>%.	interface	generalUI	skillGuide	
Magic grants you access to a wide variety of spells. To cast each spell, you will need a specific set of runes. Select a spell in this guide to see what runes it requires.	interface	generalUI	skillGuide	
Staves can also be used to auto-cast certain offensive spells in combat. To enable this, equip your staff, go to the 'Combat Options' side panel, and select one of the 'Spell' options.	interface	generalUI	skillGuide	
Members: Ironwood logs	interface	generalUI	skillGuide	
Select a spell on the 'Magic' side-panel to begin casting it. If a spell is supposed to work on a nearby monster, player or object, you should select the spell, then select the target on which you wish to cast the spell.	interface	generalUI	skillGuide	
Burst of Strength Increases your strength by <Num0>%.	interface	generalUI	skillGuide	
Clarity of Thought Increases your attack by <Num0>%.	interface	generalUI	skillGuide	
Sharp Eye Increases your Ranging by <Num0>%.	interface	generalUI	skillGuide	
Mystic Will Increases your magical attack and defence by <Num0>%.	interface	generalUI	skillGuide	
Rock Skin Increases your defence by <Num0>%.	interface	generalUI	skillGuide	
Superhuman Strength Increases your strength by <Num0>%.	interface	generalUI	skillGuide	
Improved Reflexes Increases your attack by <Num0>%.	interface	generalUI	skillGuide	
Rapid Restore <Num0>x restore rate for all stats except Hitpoints and Prayer.	interface	generalUI	skillGuide	
Rapid Heal <Num0>x restore rate for Hitpoints stat.	interface	generalUI	skillGuide	
Protect Item Protect one additional item on death.	interface	generalUI	skillGuide	
Hawk Eye Increases your Ranging by <Num0>%.	interface	generalUI	skillGuide	
Mystic Lore Increases your magical attack and defence by <Num0>%, also increases your magic strength by <Num1>%.	interface	generalUI	skillGuide	
Steel Skin Increases your defence by <Num0>%.	interface	generalUI	skillGuide	
Ultimate Strength Increases your strength by <Num0>%.	interface	generalUI	skillGuide	
Incredible Reflexes Increases your attack by <Num0>%.	interface	generalUI	skillGuide	
Protect from Magic Protection from magical attacks.	interface	generalUI	skillGuide	
Protect from Missiles Protection from ranged attacks.	interface	generalUI	skillGuide	
Protect from Melee Protection from close attacks.	interface	generalUI	skillGuide	
Eagle Eye Increases your Ranging by <Num0>%.	interface	generalUI	skillGuide	
Mystic Might Increases your magical attack and defence by <Num0>%, also increases your magic strength by <Num1>%.	interface	generalUI	skillGuide	
Members: Retribution Inflicts damage to nearby targets if you die.	interface	generalUI	skillGuide	
Members: Redemption Heals you when damaged and health falls below <Num0>%.	interface	generalUI	skillGuide	
Members: Smite <Num0>/<Num1> of damage dealt is also removed from opponent's Prayer.	interface	generalUI	skillGuide	
Members: Preserve Boosted stats last <Num0>% longer.	interface	generalUI	skillGuide	
Standard Spellbook	interface	generalUI	skillGuide	
Minigame Teleport	interface	generalUI	skillGuide	
Members: Teleport to House	interface	generalUI	skillGuide	
Members: Monster Inspect	interface	generalUI	skillGuide	
Members: Camelot Teleport	interface	generalUI	skillGuide	
Members: Charge Earth Orb	interface	generalUI	skillGuide	
Members: Bones to Peaches	interface	generalUI	skillGuide	
Members: Wind Wave	interface	generalUI	skillGuide	
Members: Charge Fire Orb	interface	generalUI	skillGuide	
Members: Water Wave	interface	generalUI	skillGuide	
Members: Charge Air Orb	interface	generalUI	skillGuide	
Members: Vulnerability	interface	generalUI	skillGuide	
Members: Level <Num0> Enchant	interface	generalUI	skillGuide	
Members: Earth Wave	interface	generalUI	skillGuide	
Members: Enfeeble	interface	generalUI	skillGuide	
Members: Teleother Lumbridge	interface	generalUI	skillGuide	
Members: Fire Wave	interface	generalUI	skillGuide	
Members: Entangle	interface	generalUI	skillGuide	
Members: Stun	interface	generalUI	skillGuide	
Members: Wind Surge	interface	generalUI	skillGuide	
Members: Teleother Falador	interface	generalUI	skillGuide	
members: Water Surge	interface	generalUI	skillGuide	
Members: Teleport to Target	interface	generalUI	skillGuide	
Members: Earth Surge	interface	generalUI	skillGuide	
Members: Teleother Camelot	interface	generalUI	skillGuide	
Members: Fire Surge	interface	generalUI	skillGuide	
Ancient Magicks are available after completing Desert Treasure I.	interface	generalUI	skillGuide	
Lunar spells are available after completing Lunar Diplomacy.	interface	generalUI	skillGuide	
Members: Trident of the Seas	interface	generalUI	skillGuide	
Skillcape See Hickton in Catherby	interface	generalUI	skillGuide	
Members: Jatoba trees	interface	generalUI	skillGuide	
Members: Camphor trees	interface	generalUI	skillGuide	
Members: Ironwood trees	interface	generalUI	skillGuide	
Members: Rosewood trees	interface	generalUI	skillGuide	
Members: Lumberjack and Forestry outfit	interface	generalUI	skillGuide	
Members: Skillcape See the Woodsman Tutor south of the furnace in Lumbridge	interface	generalUI	skillGuide	
To get started with Slayer, you'll first need a Slayer task, which can be obtained by speaking to a Slayer Master. You can then kill the assigned target to get Slayer experience.	interface	generalUI	skillGuide	
Once you've completed five tasks, you can start earning reward points. These can be used to skip or block tasks you don't want, or to purchase useful equipment, or to unlock benefits such as extended tasks.	interface	generalUI	skillGuide	
Sulphur & Grimy Lizards	interface	generalUI	skillGuide	
Lesser Nagua	interface	generalUI	skillGuide	
Bloodvelds	interface	generalUI	skillGuide	
Gryphons	interface	generalUI	skillGuide	
Jellies	interface	generalUI	skillGuide	
Wyrms & Strykewyrms	interface	generalUI	skillGuide	
Aquanites	interface	generalUI	skillGuide	
Dark beast	interface	generalUI	skillGuide	
Slayer bell	interface	generalUI	skillGuide	
Slayer gloves	interface	generalUI	skillGuide	
Boots of Stone	interface	generalUI	skillGuide	
Fungicide spray	interface	generalUI	skillGuide	
Nose peg	interface	generalUI	skillGuide	
Skillcape<br>See the Shilo Village Slayer Master	interface	generalUI	skillGuide	
To get started, you'll need some seeds and a seed dibber, as well as a rake to remove weeds from the patch you want to use.	interface	generalUI	skillGuide	
If you're worried about your crops becoming diseased, most crops can be protected by the nearby gardeners. They'll usually want you to give them specific produce in payment.	interface	generalUI	skillGuide	
Flax Payment: Grain x<Num0>	interface	generalUI	skillGuide	
Hemp Payment: Flax x<Num0>	interface	generalUI	skillGuide	
Cotton bolls Payment: Hemp x<Num0>	interface	generalUI	skillGuide	
Elkhorn coral Payment: Giant seaweed x<Num0>	interface	generalUI	skillGuide	
Pillar coral Payment: Elkhorn coral x<Num0>	interface	generalUI	skillGuide	
Camphor trees Payment: White berries x<Num0>	interface	generalUI	skillGuide	
Anima: Kronos Increases speed of growth for other Farming patches	interface	generalUI	skillGuide	
Anima: Iasor Decreases chance of disease for other Farming patches	interface	generalUI	skillGuide	
Anima: Attas Increases yield of other Farming patches	interface	generalUI	skillGuide	
Umbral coral Payment: pillar coral x<Num0>	interface	generalUI	skillGuide	
Ironwood trees Payment: Curry leaf x<Num0>	interface	generalUI	skillGuide	
Spirit trees: <Num0> planted at a time Payment: Monkey bar, ground suqah tooth & <Num1> monkey nuts	interface	generalUI	skillGuide	
Rosewood trees Payment: Dragonfruit x<Num0>	interface	generalUI	skillGuide	
Spirit trees: Unlimited planted at a time Payment: Monkey bar, ground suqah tooth & <Num0> monkey nuts	interface	generalUI	skillGuide	
Skillcape See Martin the Master Gardener in Draynor Village	interface	generalUI	skillGuide	
You'll also become able to build better facilities for boats.	interface	generalUI	skillGuide	
Mahogany telescope	interface	generalUI	skillGuide	
Mounted giant blue krill	interface	generalUI	skillGuide	
Mounted golden haddock	interface	generalUI	skillGuide	
Mounted orangefin	interface	generalUI	skillGuide	
Mounted huge halibut	interface	generalUI	skillGuide	
Mounted purplefin	interface	generalUI	skillGuide	
Mounted swift marlin	interface	generalUI	skillGuide	
Low-level plant	interface	generalUI	skillGuide	
Water pump	interface	generalUI	skillGuide	
Cooking pot	interface	generalUI	skillGuide	
Spinning wheel	interface	generalUI	skillGuide	
Pottery wheel	interface	generalUI	skillGuide	
Loom	interface	generalUI	skillGuide	
Pottery oven	interface	generalUI	skillGuide	
Anvil	interface	generalUI	skillGuide	
Rowboat	interface	generalUI	skillGuide	
Furnace	interface	generalUI	skillGuide	
Bank chest	interface	generalUI	skillGuide	
Skillcape See any city's Estate Agent or Alwyn in Prifddinas	interface	generalUI	skillGuide	
Servants can be hired at the Ardougne Domestic Service Agency, north of the marketplace in East Ardougne.	interface	generalUI	skillGuide	
Boats - Members Only	interface	generalUI	skillGuide	
Wooden repair kit	interface	generalUI	skillGuide	
Wooden hull & hull parts	interface	generalUI	skillGuide	
Bronze helm	interface	generalUI	skillGuide	
Wooden mast and linen sails	interface	generalUI	skillGuide	
Bronze keel	interface	generalUI	skillGuide	
Wooden cargo hold	interface	generalUI	skillGuide	
Oak repair kit	interface	generalUI	skillGuide	
Teak repair kit	interface	generalUI	skillGuide	
Mahogancy repair kit	interface	generalUI	skillGuide	
